customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id31273,Female,0,Yes,Yes,38,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),68.6638182478,59.2,No
id31274,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),71.0664230931,164.5,No
id31275,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.8391470929,6586.85,No
id31276,Male,0,No,No,36,No,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,60.9627553412,465.05,No
id31277,Male,0,No,Yes,30,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,36.5606227984,39.65,No
id31278,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.8765704215,580.1,No
id31280,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.5968440909,759.55,Yes
id31281,Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.3221611253,7878.3,No
id31282,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,42.7365941932,1389.2,No
id31283,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,64.048134248,4304.0,No
id31284,Female,0,Yes,No,25,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,79.437489802,8058.85,No
id31285,Female,0,Yes,No,21,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),60.1734238871,279.2,No
id31286,Female,0,Yes,No,35,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,66.095060351,1840.75,No
id31287,Female,0,Yes,No,40,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),54.0082697404,1267.95,No
id31288,Female,1,No,Yes,18,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),70.5479640252,982.95,No
id31289,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,66.4730101824,6157.6,No
id31290,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),43.1674377447,1304.8,No
id31291,Male,1,No,No,29,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,51.3223113976,19.3,No
id31292,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,55.6427699769,250.8,No
id31293,Female,0,Yes,No,45,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,73.2268094503,3147.5,No
id31294,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),48.4717417679,5121.3,No
id31295,Female,0,No,No,15,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),31.3077434996,1718.95,No
id31296,Female,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,45.7288087861,1218.55,No
id31297,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.7079106624,55.55,No
id31298,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),88.6469896803,3190.25,No
id31299,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,46.2342652847,187.75,No
id31300,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),39.9047771955,688.0,No
id31301,Male,0,No,No,26,No,No,No,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),45.6474607825,2816.65,No
id31302,Male,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,66.4736080951,1620.8,No
id31303,Male,0,No,No,43,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),38.1046707213,43.95,No
id31304,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,53.540337854,29.85,No
id31305,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,64.0289185098,6572.85,No
id31306,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.5917180154,221.7,No
id31308,Female,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,One year,Yes,Mailed check,41.6803908553,2331.3,No
id31309,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,84.7424083574,4884.85,No
id31310,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,54.9483697337,4905.75,No
id31311,Male,1,No,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,65.1982588156,1345.75,No
id31312,Male,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),112.1286977449,216.9,No
id31313,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,83.2032529548,1857.75,No
id31314,Female,0,Yes,No,33,Yes,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.571167645,3410.0,No
id31315,Female,0,Yes,No,28,Yes,No phone service,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.1046546605,923.1,No
id31316,Female,0,Yes,No,41,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.9890568431,617.35,No
id31317,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,113.6750684903,1027.25,No
id31318,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.2966948695,7035.6,No
id31319,Male,0,Yes,No,32,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.2734831623,154.55,No
id31320,Male,0,No,Yes,55,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.4184592703,418.25,No
id31321,Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),91.9300557941,1470.05,No
id31322,Female,0,No,No,33,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,80.2655947885,2839.65,No
id31323,Male,0,Yes,No,55,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),87.654337961,297.35,No
id31324,Male,0,Yes,No,42,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,66.4368967392,5315.1,No
id31325,Female,0,Yes,Yes,3,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),43.7858157397,4984.85,No
id31326,Female,0,Yes,Yes,29,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6287636999,510.8,No
id31327,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),69.8282073687,5073.1,No
id31328,Male,0,Yes,No,36,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.1479368026,4687.9,No
id31329,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.0800894747,1646.45,No
id31330,Female,0,Yes,Yes,52,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),51.7503232531,3190.25,No
id31331,Male,1,No,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,46.9318119201,4126.2,No
id31332,Female,0,No,No,5,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,45.2792130253,803.3,No
id31333,Male,1,No,Yes,28,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.4890331435,1210.4,No
id31334,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,49.5046954836,1801.9,No
id31335,Female,0,Yes,Yes,0,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.9492920555,4671.65,No
id31336,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,67.0810430936,6369.45,No
id31337,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,61.2068610681,1758.9,No
id31338,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),30.2114753534,2722.2,No
id31339,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,73.0132264805,6687.85,No
id31340,Female,0,Yes,No,39,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.5992627681,4555.2,No
id31341,Male,0,No,No,50,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,50.2241540847,6856.95,No
id31342,Male,0,Yes,No,30,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0827842993,3019.25,No
id31343,Female,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.4200231633,199.45,No
id31344,Male,1,No,Yes,41,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,44.9564340909,108.15,No
id31345,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,56.5216090901,471.85,No
id31346,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,72.5358214754,4016.2,No
id31347,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.6020683386,3131.8,No
id31348,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,93.8749734392,7299.65,No
id31349,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Mailed check,66.482507586,1423.15,No
id31350,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.4620248935,3505.1,No
id31351,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.7328718396,444.75,No
id31352,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,69.8881907249,3692.85,No
id31353,Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,73.3325347125,45.65,No
id31354,Female,0,No,No,10,Yes,Yes,No,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),60.5298495564,1208.35,No
id31355,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,80.7576750473,2495.15,No
id31356,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,47.8941508216,1756.2,No
id31357,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,76.4216922013,2211.8,Yes
id31358,Female,1,No,No,28,Yes,Yes,No,No,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),89.3662624206,4361.55,No
id31359,Female,0,No,No,32,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,79.6158779348,662.65,No
id31360,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Electronic check,69.960307658,55.8,No
id31361,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),63.1325920856,196.9,No
id31362,Male,0,Yes,No,35,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,52.1139708294,3097.0,No
id31363,Male,0,No,No,22,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),85.2504314225,371.4,No
id31364,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,64.9357677619,1070.5,No
id31365,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,55.6547287714,4953.25,No
id31366,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.5118042338,6010.05,No
id31368,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,54.0375301177,1327.85,No
id31369,Female,0,No,No,14,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,53.1711019789,4692.95,No
id31370,Female,1,Yes,No,48,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.9168281667,275.9,No
id31371,Female,0,Yes,Yes,36,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),51.1770080658,1985.15,No
id31372,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1651822419,307.4,No
id31373,Female,0,No,No,32,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.148089121,3653.35,No
id31374,Male,1,No,No,30,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.479013399,4222.95,No
id31375,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),80.3231660871,3970.4,No
id31376,Male,0,No,No,37,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,80.9513301079,661.25,No
id31377,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),81.8755868157,788.6,No
id31378,Male,0,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),41.8659069613,50.6,No
id31379,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,68.6915544198,1901.25,No
id31380,Male,1,Yes,No,22,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,78.9605992311,1385.85,No
id31381,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,67.7087997465,4671.65,No
id31382,Female,1,No,Yes,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.0090665337,1836.9,No
id31383,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.6331087509,2564.3,No
id31384,Female,1,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),118.75,299.75,No
id31385,Male,0,Yes,No,21,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,51.6558512678,1217.25,No
id31386,Male,0,No,No,33,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.8910265566,124.4,Yes
id31387,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),56.8001223225,321.4,No
id31388,Male,0,No,No,27,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,70.6464419564,1758.6,No
id31389,Female,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.3708334978,4042.3,No
id31390,Male,0,No,No,16,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Electronic check,57.4409577865,118.3,No
id31391,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),72.5218352279,4730.6,No
id31392,Female,0,No,No,13,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,54.5594780165,1993.25,No
id31393,Male,0,No,No,18,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.9229697219,560.6,No
id31394,Female,0,Yes,No,24,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.7604772798,1422.1,No
id31395,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,49.6099171106,6511.8,No
id31396,Male,0,No,No,46,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,77.3902521256,5893.9,No
id31397,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),90.3720704879,1188.25,No
id31398,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),69.5617982173,4461.85,No
id31399,Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Credit card (automatic),32.1740225258,1513.6,No
id31400,Male,0,Yes,No,35,Yes,No,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,48.4866172569,1057.0,No
id31401,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.6677600746,1192.7,No
id31403,Male,0,No,Yes,24,No,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,63.3139833213,7069.3,No
id31404,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,75.8770248948,663.05,Yes
id31405,Male,0,Yes,No,27,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.1570436223,4681.75,No
id31406,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,46.1636193174,5733.4,No
id31407,Female,0,Yes,Yes,30,No,No,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),92.0577952823,3893.6,No
id31408,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),98.5340944936,4297.95,No
id31409,Male,0,Yes,Yes,0,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),29.3129508906,7843.55,No
id31410,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,54.3992165768,838.5,No
id31411,Female,1,No,No,33,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),60.2324222097,324.25,No
id31412,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.5788435518,7173.15,No
id31413,Female,0,Yes,No,35,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),79.6989551728,2679.7,No
id31414,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),77.6125495718,4914.8,No
id31415,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,65.5626928018,2249.1,No
id31417,Female,1,No,No,44,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.8774049799,3617.1,No
id31418,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),84.5136216999,242.8,No
id31419,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,58.3627478043,6716.45,No
id31420,Male,1,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,25.9859683599,4517.25,No
id31421,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.7706446477,450.8,No
id31422,Male,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,50.0765957661,6683.4,No
id31423,Female,0,No,No,27,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,55.5012826156,3946.9,No
id31424,Male,0,Yes,No,38,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.1820047239,252.0,No
id31425,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,60.5775029326,2414.55,No
id31426,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.017667256,3457.9,No
id31427,Male,0,Yes,No,45,Yes,No,No,No internet service,No,No internet service,No,No,No,One year,Yes,Mailed check,57.1175854926,710.05,No
id31428,Male,0,Yes,No,32,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.5045862808,856.5,No
id31429,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,53.8024521063,1899.65,Yes
id31430,Female,0,No,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),20.0773975519,289.1,No
id31431,Male,0,No,No,41,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.787518568,382.2,No
id31432,Female,1,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,44.8109181319,496.9,No
id31433,Female,1,Yes,No,35,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.4756518422,180.7,No
id31434,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.6221872349,1838.15,No
id31435,Male,0,No,Yes,36,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,91.3236881627,7677.4,No
id31436,Male,0,No,Yes,17,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4325916732,3580.95,No
id31437,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),74.3590559411,1164.3,No
id31438,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,82.1948033576,1077.5,No
id31439,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Electronic check,80.2556133274,390.85,No
id31440,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,76.5636912131,227.35,No
id31441,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,39.00455031,1127.2,No
id31442,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,71.976626002,69.65,No
id31443,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),72.1659978575,5681.1,No
id31445,Female,0,No,Yes,38,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,54.9862303527,4885.85,No
id31446,Male,1,No,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),42.2832937042,1201.65,No
id31447,Male,0,No,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.9324395961,4025.5,No
id31448,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,47.5145023533,1992.2,No
id31449,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.8635186773,1715.65,No
id31450,Female,0,Yes,Yes,19,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),37.0991331202,1405.3,No
id31451,Male,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,74.373545142,2575.45,No
id31452,Female,0,Yes,No,14,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.4285968271,19.0,Yes
id31453,Female,1,No,Yes,68,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.2050271222,1910.75,No
id31454,Female,0,Yes,No,47,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,66.2779334346,3824.2,No
